,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
188,26.0,1.7,0.29,0.11,2.6,8.2,11.0,28.0,27.0,8.0,0.0,46.0,2.3,1.8,64.0,95.0,2.1,1.1
189,28.0,1.7,0.14,0.05,1.2,3.8,4.9,29.0,34.0,11.0,0.0,60.0,2.1,1.7,47.0,64.0,3.3,1.8
190,24.0,1.7,0.15,0.03,1.2,5.0,6.2,37.0,40.0,10.0,0.0,75.0,1.7,1.7,82.0,99.0,4.4,2.8
191,25.0,1.7,0.16,0.02,0.9,2.4,3.3,42.0,28.0,16.0,0.0,60.0,1.6,1.7,64.0,87.0,2.8,1.3
192,25.0,1.7,0.25,0.07,1.5,4.2,5.7,49.0,30.0,18.0,0.0,39.0,1.9,1.8,57.0,57.0,3.0,2.6
193,24.0,1.7,0.28,0.1,1.3,7.4,8.7,37.0,30.0,14.0,0.0,42.0,1.5,1.8,49.0,53.0,2.1,0.8
194,23.0,1.7,0.26,0.1,0.9,4.3,5.2,43.0,32.0,20.0,0.0,43.0,1.9,1.8,56.0,321.0,1.8,1.0
195,23.0,1.7,0.52,0.17,4.8,16.0,21.0,34.0,52.0,25.0,0.0,55.0,1.4,1.9,358.0,341.0,1.9,0.5
196,26.0,1.8,0.84,0.36,5.2,25.0,30.0,45.0,66.0,36.0,0.0,49.0,11.0,2.2,267.0,198.0,1.5,0.2
197,24.0,2.0,1.04,0.53,5.3,31.0,36.0,41.0,65.0,42.0,0.0,67.0,4.6,2.5,203.0,206.0,2.3,1.2
198,25.0,1.7,0.39,0.1,2.7,8.8,11.0,42.0,54.0,36.0,0.0,57.0,1.7,1.8,1.4,325.0,2.3,0.7
199,25.0,1.7,0.45,0.12,2.7,9.9,13.0,40.0,40.0,18.0,0.0,55.0,4.4,1.8,49.0,55.0,1.8,0.8
200,24.0,1.8,0.74,0.25,2.9,23.0,26.0,38.0,76.0,58.0,0.0,77.0,4.2,2.1,32.0,47.0,1.6,0.4
201,25.0,1.7,0.36,0.09,1.7,6.4,8.1,51.0,66.0,33.0,0.0,67.0,1.2,1.8,59.0,52.0,2.0,1.6
202,20.0,1.7,0.31,0.05,0.8,5.6,6.4,45.0,43.0,6.0,0.0,61.0,1.5,1.8,55.0,53.0,3.9,3.8
203,21.0,1.8,0.43,0.17,3.7,14.0,17.0,24.0,36.0,13.0,0.0,62.0,1.7,1.9,56.0,19.0,1.4,0.8
204,22.0,1.8,0.83,0.36,8.4,24.0,33.0,30.0,59.0,25.0,0.0,66.0,2.5,2.2,268.0,212.0,1.9,0.5
205,23.0,1.8,0.43,0.14,1.4,12.0,13.0,52.0,47.0,26.0,0.0,62.0,1.9,1.9,13.0,349.0,2.0,0.7
206,22.0,1.8,0.62,0.26,4.4,19.0,23.0,35.0,54.0,24.0,0.0,68.0,2.5,2.0,49.0,55.0,1.5,0.9
207,23.0,1.8,0.51,0.15,1.7,14.0,16.0,44.0,53.0,33.0,0.0,67.0,2.8,1.9,65.0,40.0,0.9,0.7
208,21.0,1.7,0.24,0.05,1.5,6.0,7.4,33.0,20.0,1.0,0.0,85.0,1.3,1.8,51.0,6.4,1.3,0.6
209,22.0,1.7,0.41,0.16,6.0,11.0,17.0,19.0,20.0,4.0,0.0,59.0,1.9,1.9,72.0,239.0,1.1,0.6
210,22.0,1.8,1.2,0.57,6.4,32.0,38.0,28.0,43.0,12.0,0.0,73.0,3.2,2.4,225.0,162.0,1.0,0.5
211,21.0,1.7,0.39,0.14,6.5,13.0,19.0,18.0,47.0,4.0,0.0,69.0,1.5,1.8,71.0,91.0,1.9,1.1
212,19.0,1.7,0.48,0.08,1.3,6.0,7.3,42.0,51.0,10.0,0.0,74.0,1.4,1.8,65.0,72.0,2.9,2.3
213,20.0,1.7,0.75,0.3,24.0,19.0,43.0,4.8,31.0,12.0,0.0,82.0,3.2,2.0,28.0,46.0,1.2,0.4
214,21.0,1.8,1.0,0.43,16.0,24.0,41.0,12.0,24.0,4.0,0.0,76.0,3.7,2.2,228.0,206.0,1.2,0.6
215,21.0,1.6,0.2,0.03,1.7,4.9,6.6,33.0,25.0,23.0,0.0,73.0,1.5,1.7,53.0,55.0,1.6,1.5
216,20.0,1.7,0.23,0.07,1.6,6.1,7.7,32.0,25.0,-1.0,0.0,79.0,1.6,1.7,34.0,76.0,2.4,0.4
217,19.0,1.7,0.37,0.06,1.4,4.8,6.3,42.0,28.0,47.0,0.0,68.0,1.2,1.8,59.0,58.0,3.0,2.2
218,20.0,1.8,0.93,0.42,13.0,25.0,38.0,11.0,45.0,8.0,0.0,68.0,3.7,2.2,21.0,338.0,0.8,0.2
219,19.0,1.7,0.4,0.16,8.8,15.0,24.0,15.0,20.0,25.0,0.0,70.0,1.0,1.8,57.0,49.0,1.7,1.3
220,19.0,1.8,0.68,0.15,3.5,11.0,14.0,14.0,18.0,0.0,0.0,78.0,1.3,2.0,55.0,335.0,2.5,0.8
221,14.0,1.7,0.53,0.11,3.1,12.0,15.0,17.0,12.0,14.0,0.0,86.0,1.3,1.9,74.0,92.0,2.3,1.2
222,18.0,1.9,0.99,0.39,27.0,27.0,53.0,5.6,26.0,13.0,0.0,81.0,4.5,2.3,46.0,33.0,1.0,0.5
223,14.0,-0.2,0.45,0.02,3.0,14.0,17.0,17.0,8.0,0.0,0.2,86.0,0.1,-0.2,63.0,298.0,2.2,1.7
224,12.0,1.7,0.31,0.05,1.9,5.1,7.0,27.0,32.0,27.0,0.0,66.0,0.1,1.8,62.0,75.0,2.2,2.2
225,13.0,1.7,0.39,0.12,5.3,12.0,18.0,20.0,14.0,2.0,0.0,61.0,2.2,1.8,61.0,61.0,1.9,1.2
226,16.0,1.8,0.89,0.4,14.0,22.0,36.0,9.5,3.0,0.0,0.0,71.0,2.5,2.2,45.0,36.0,1.1,0.8
227,16.0,1.7,0.24,0.04,2.8,6.9,9.7,30.0,34.0,23.0,0.0,78.0,0.7,1.7,54.0,52.0,3.2,2.7
228,17.0,1.8,0.54,0.18,5.3,16.0,21.0,21.0,7.0,3.0,0.0,75.0,2.3,1.9,47.0,52.0,1.9,1.0
229,19.0,1.7,0.55,0.22,6.0,18.0,24.0,25.0,22.0,6.0,0.0,77.0,2.0,1.9,74.0,58.0,2.1,1.6
230,19.0,1.7,0.27,0.09,2.3,8.4,11.0,21.0,13.0,1.0,0.0,82.0,0.7,1.8,75.0,69.0,2.6,1.4
231,14.0,1.8,0.44,0.11,1.2,9.3,11.0,23.0,15.0,3.0,0.0,81.0,0.5,1.9,82.0,91.0,2.7,1.3
232,13.0,1.7,0.35,0.06,1.4,5.7,7.0,28.0,64.0,23.0,0.0,61.0,2.9,1.8,67.0,57.0,3.5,2.6
233,16.0,1.8,0.45,0.11,3.1,11.0,14.0,26.0,40.0,17.0,0.0,66.0,2.0,1.9,49.0,33.0,1.1,0.7
234,18.0,1.8,0.69,0.24,11.0,24.0,34.0,16.0,55.0,31.0,0.0,68.0,3.3,2.0,49.0,72.0,1.3,0.6
235,15.0,1.8,0.35,0.1,1.8,9.9,12.0,26.0,32.0,16.0,0.0,74.0,2.3,1.9,89.0,93.0,3.3,1.6
236,10.0,1.8,0.34,0.06,2.5,6.8,9.3,29.0,54.0,21.0,0.0,51.0,5.5,1.8,61.0,61.0,4.9,4.0
237,12.0,1.8,0.65,0.35,18.0,24.0,43.0,6.8,36.0,14.0,0.0,62.0,4.8,2.1,54.0,52.0,0.9,0.6
238,15.0,1.8,0.98,0.45,22.0,33.0,55.0,6.5,44.0,17.0,0.0,69.0,5.0,2.3,31.0,100.0,2.1,0.5
239,14.0,1.7,0.2,0.09,1.4,7.6,9.0,27.0,17.0,2.0,0.0,81.0,2.0,1.8,66.0,106.0,2.8,2.0
